datetime,open,high,low,close,volume
2025-07-03 08:10:00,2003.2,2005.0,2001.2,2002.5,102021.0
2025-07-03 08:15:00,2002.5,2003.0,1998.0,1998.2,36184.0
2025-07-03 08:20:00,1998.2,1998.2,1995.4,1997.4,36853.0
2025-07-03 08:25:00,1997.4,1998.0,1994.1,1996.0,44756.0
2025-07-03 08:30:00,1996.1,1997.2,1995.1,1997.2,31301.0
2025-07-03 08:35:00,1997.1,1997.5,1995.6,1996.8,19024.0
2025-07-03 08:40:00,1996.6,1997.5,1994.7,1994.9,22953.0
2025-07-03 08:45:00,1994.9,1995.0,1993.5,1993.9,75040.0
2025-07-03 08:50:00,1993.4,1996.1,1991.7,1993.6,231742.0
2025-07-03 08:55:00,1994.0,1995.6,1991.1,1993.5,93472.0
2025-07-03 09:00:00,1994.0,1994.1,1989.5,1990.4,118798.0
2025-07-03 09:05:00,1990.5,1990.8,1986.9,1989.5,101763.0
2025-07-03 09:10:00,1989.4,1990.4,1988.0,1988.9,101647.0
2025-07-03 09:15:00,1988.9,1991.8,1986.1,1986.3,197562.0
2025-07-03 09:20:00,1986.4,1989.9,1986.2,1988.4,105008.0
2025-07-03 09:25:00,1988.4,1990.0,1986.4,1988.2,359448.0
2025-07-03 09:30:00,1988.3,1989.9,1984.8,1985.5,726615.0
2025-07-03 09:35:00,1985.5,1988.7,1984.3,1987.6,582804.0
2025-07-03 09:40:00,1987.6,1990.0,1985.2,1986.2,593106.0
2025-07-03 09:45:00,1986.2,1989.9,1986.0,1989.8,386992.0
2025-07-03 09:50:00,1989.7,1989.8,1985.6,1988.5,397238.0
2025-07-03 09:55:00,1988.4,1988.5,1985.1,1986.0,236492.0
2025-07-04 03:45:00,1987.1,2003.5,1987.1,1997.6,385328.0
2025-07-04 03:50:00,1997.4,1999.1,1995.5,1997.1,58174.0
2025-07-04 03:55:00,1997.1,1998.1,1996.0,1996.0,38350.0
2025-07-04 04:00:00,1996.0,1996.4,1989.7,1989.7,241936.0
2025-07-04 04:05:00,1989.9,1989.9,1983.5,1983.5,210837.0
2025-07-04 04:10:00,1983.5,1987.9,1983.0,1987.0,137505.0
2025-07-04 04:15:00,1986.5,1987.1,1984.5,1985.4,69894.0
2025-07-04 04:20:00,1985.4,1988.6,1985.2,1988.0,22014.0
2025-07-04 04:25:00,1987.9,1989.9,1987.1,1989.8,22553.0
2025-07-04 04:30:00,1989.9,1991.2,1988.5,1989.4,23329.0
2025-07-04 04:35:00,1989.3,1990.9,1989.0,1990.9,13532.0
2025-07-04 04:40:00,1990.5,1991.4,1989.0,1989.7,21056.0
2025-07-04 04:45:00,1989.4,1990.7,1987.0,1989.0,29735.0
2025-07-04 04:50:00,1989.0,1990.7,1988.9,1990.4,8525.0
2025-07-04 04:55:00,1990.4,1990.9,1989.5,1989.7,9830.0
2025-07-04 05:00:00,1990.0,1991.7,1989.7,1991.5,26929.0
2025-07-04 05:05:00,1991.1,1992.4,1991.1,1991.7,12235.0
2025-07-04 05:10:00,1991.7,1992.0,1991.0,1991.2,7742.0
2025-07-04 05:15:00,1991.6,1992.1,1989.1,1989.7,25934.0
2025-07-04 05:20:00,1989.7,1991.3,1989.7,1990.7,5592.0
2025-07-04 05:25:00,1990.6,1991.7,1990.5,1990.6,7315.0
2025-07-04 05:30:00,1990.7,1991.0,1990.3,1990.8,12380.0
2025-07-04 05:35:00,1991.0,1991.0,1989.3,1989.3,12245.0
2025-07-04 05:40:00,1989.3,1989.7,1987.7,1989.7,9608.0
2025-07-04 05:45:00,1989.7,1990.0,1988.1,1989.2,11389.0
2025-07-04 05:50:00,1989.2,1989.4,1986.4,1986.7,15601.0
2025-07-04 05:55:00,1987.0,1987.1,1986.3,1987.0,22839.0
2025-07-04 06:00:00,1986.9,1987.0,1986.5,1986.5,15058.0
2025-07-04 06:05:00,1986.5,1987.0,1985.5,1985.9,14750.0
2025-07-04 06:10:00,1986.0,1986.0,1985.0,1985.9,23512.0
2025-07-04 06:15:00,1985.9,1986.0,1984.7,1985.7,19495.0
2025-07-04 06:20:00,1984.9,1985.6,1983.0,1983.2,44898.0
2025-07-04 06:25:00,1983.1,1983.5,1981.0,1981.0,47790.0
2025-07-04 06:30:00,1981.1,1982.6,1980.5,1980.8,45976.0
2025-07-04 06:35:00,1980.8,1983.2,1980.1,1981.7,80800.0
2025-07-04 06:40:00,1981.8,1982.0,1980.0,1980.5,23442.0
2025-07-04 06:45:00,1980.4,1982.5,1980.2,1982.1,16701.0
2025-07-04 06:50:00,1982.1,1983.7,1980.6,1981.8,153220.0
2025-07-04 06:55:00,1981.8,1982.2,1980.0,1980.8,70554.0
2025-07-04 07:00:00,1980.6,1982.5,1980.6,1981.4,27303.0
2025-07-04 07:05:00,1981.9,1982.0,1981.1,1981.6,13575.0
2025-07-04 07:10:00,1981.6,1982.0,1981.5,1981.9,14237.0
2025-07-04 07:15:00,1981.9,1983.9,1981.8,1982.5,42661.0
2025-07-04 07:20:00,1982.5,1983.3,1982.1,1982.2,14237.0
2025-07-04 07:25:00,1982.2,1982.2,1981.6,1981.7,19812.0
2025-07-04 07:30:00,1981.6,1982.2,1981.5,1981.8,21232.0
2025-07-04 07:35:00,1982.0,1982.8,1981.8,1981.9,21358.0
2025-07-04 07:40:00,1981.8,1983.1,1981.8,1982.9,24179.0
2025-07-04 07:45:00,1982.4,1983.5,1982.4,1983.2,31356.0
2025-07-04 07:50:00,1983.1,1984.6,1982.5,1984.2,53810.0
2025-07-04 07:55:00,1984.3,1985.1,1983.5,1984.1,39399.0
2025-07-04 08:00:00,1984.1,1986.0,1983.8,1985.7,59154.0
2025-07-04 08:05:00,1985.7,1986.9,1985.0,1985.0,21532.0
2025-07-04 08:10:00,1985.0,1985.7,1985.0,1985.2,13761.0
2025-07-04 08:15:00,1985.0,1985.4,1983.9,1984.7,21865.0
2025-07-04 08:20:00,1984.7,1986.4,1984.6,1985.4,18098.0
2025-07-04 08:25:00,1985.2,1987.0,1985.0,1986.4,17918.0
2025-07-04 08:30:00,1986.4,1987.5,1984.9,1985.2,24111.0
2025-07-04 08:35:00,1985.0,1987.7,1985.0,1986.2,24007.0
2025-07-04 08:40:00,1986.2,1988.1,1985.7,1987.3,34927.0
2025-07-04 08:45:00,1987.3,1987.9,1985.7,1986.0,23865.0
2025-07-04 08:50:00,1986.0,1986.8,1982.0,1984.4,104256.0
2025-07-04 08:55:00,1984.4,1984.9,1982.2,1983.4,100539.0
2025-07-04 09:00:00,1983.6,1985.1,1983.1,1984.2,103944.0
2025-07-04 09:05:00,1984.0,1988.0,1983.6,1986.8,96246.0
2025-07-04 09:10:00,1986.8,1989.8,1986.8,1989.8,60587.0
2025-07-04 09:15:00,1989.8,1990.3,1987.7,1988.1,50458.0
2025-07-04 09:20:00,1988.5,1988.8,1987.4,1987.9,24176.0
2025-07-04 09:25:00,1987.8,1989.1,1987.5,1988.8,26080.0
2025-07-04 09:30:00,1988.8,1989.5,1987.4,1989.0,85316.0
2025-07-04 09:35:00,1989.1,1989.5,1987.1,1987.6,90144.0
2025-07-04 09:40:00,1987.7,1988.7,1986.5,1988.2,93450.0
2025-07-04 09:45:00,1988.5,1989.0,1987.8,1988.9,115543.0
2025-07-04 09:50:00,1988.9,1990.8,1988.6,1990.5,139844.0
2025-07-04 09:55:00,1990.4,1994.0,1990.1,1992.7,133251.0
